Unit_Price,Predicted_Qty,Profit
1,14.779484278216573,0
2,14.779484278216573,0
3,14.779484278216573,0
4,14.779484278216573,0
5,14.779484278216573,0
6,14.779484278216573,0
7,14.779484278216573,0
8,14.779484278216573,0
9,14.779484278216573,0
10,14.779484278216573,0
11,14.779484278216573,0
12,14.779484278216573,0
13,14.779484278216573,0
14,14.779484278216573,0
15,14.779484278216573,0
16,14.779484278216573,0
17,14.779484278216573,0
18,14.779484278216573,0
19,14.779484278216573,0
20,14.779484278216573,0
21,14.779484278216573,0
22,14.779484278216573,0
23,14.779484278216573,0
24,16.53056136171867,0
25,16.53056136171867,0
26,16.53056136171867,0
27,19.943620010823476,0
28,19.943620010823476,0
29,19.943620010823476,0
30,14.414466756113582,0
31,14.010623318553664,0
32,13.363532456047366,0
33,13.363532456047366,0
34,13.363532456047366,0
35,13.363532456047366,0
36,13.363532456047366,0
37,13.363532456047366,0
38,16.653034430369754,0
39,19.20381905726461,0
40,19.20381905726461,0
41,19.20381905726461,0
42,19.20381905726461,0
43,19.896011625821913,0
44,19.896011625821913,0
45,19.896011625821913,0
46,19.896011625821913,0
47,22.043337997316886,0
48,22.043337997316886,0
49,22.043337997316886,0
50,22.043337997316886,0
51,22.043337997316886,0
52,22.043337997316886,0
53,20.11985224393739,0
54,20.35650516,0
55,20.35650516,0
56,18.523988358227868,0
57,18.523988358227868,0
58,18.523988358227868,0
59,18.523988358227868,0
60,18.523988358227868,0
61,21.842188539643256,0
62,21.842188539643256,0
63,21.842188539643256,0
64,21.847323413218724,0
65,21.563933967297437,0
66,21.010659476566104,0
67,21.010659476566104,0
68,21.010659476566104,0
69,21.401633911906448,0
70,21.401633911906448,0
71,22.064633470328406,0.1593556371420569
72,21.50090340596406,21.656187660560665
73,20.80777200754066,41.76582232
74,20.80777200754066,62.57359432977026
75,18.131639460087904,72.65750852949303
76,17.496494735590336,87.60883721216094
77,17.546877050140097,105.40798970720962
78,17.117321517395176,119.94487568357557
79,17.117321517395176,137.06219720097076
80,19.289528312530585,173.74506802994458
81,19.210018621402735,192.2389251947152
82,19.210018621402735,211.44894381611795
83,21.98385626968233,263.9650475
84,21.98385626968233,285.9489037522983
85,21.98385626968233,307.93276002198064
86,22.42871997945029,336.5927848417643
87,24.33613555193762,389.5539297559078
88,23.64028129211654,402.0555172783347
89,23.64028129211654,425.69579857045125
90,23.64028129211654,449.33607986256783
91,24.698268096891482,494.14373826364437
92,24.698268096891482,518.8420063605358
93,24.698268096891482,543.5402744574274
94,24.698268096891482,568.2385425543188
95,24.698268096891482,592.9368106512103
96,24.698268096891482,617.6350787481018
97,24.698268096891482,642.3333468449932
98,24.698268096891482,667.0316149418848
99,24.698268096891482,691.7298830387762
100,24.698268096891482,716.4281511356677
101,25.536050654256485,766.2659466034507
102,25.536050654256485,791.8019972577072
103,25.536050654256485,817.3380479119638
104,25.536050654256485,842.8740985662203
105,25.536050654256485,868.4101492204768
106,25.536050654256485,893.9461998747332
107,25.536050654256485,919.4822505289898
108,25.536050654256485,945.0183011832462
109,24.595434112638408,934.8041299164165
110,24.595434112638408,959.399564
111,24.92788372077644,997.2953834914235
112,24.92788372077644,1022.223267
113,24.92788372077644,1047.1511509329764
114,24.92788372077644,1072.0790346537528
115,24.92788372077644,1097.0069183745293
116,24.92788372077644,1121.9348020953057
117,24.92788372077644,1146.8626858160821
118,24.668228223749715,1159.5848858874788
119,24.668228223749715,1184.2531141112286
120,24.78442936629749,1214.616037550035
121,24.78442936629749,1239.4004669163326
122,24.78442936629749,1264.184896
123,24.60498457735756,1279.6369006343075
124,24.60498457735756,1304.241885211665
125,24.60498457735756,1328.8468697890225
126,24.60498457735756,1353.451854
127,24.60498457735756,1378.0568389437376
128,23.637435745995997,1347.5045522829653
129,22.787618895532216,1321.8464731378083
130,22.787618895532216,1344.6340920333405
131,22.787618895532216,1367.4217109288727
132,22.787618895532216,1390.209329824405
133,22.8600385,1417.4874873667657
134,21.863501825024635,1377.5585179967027
135,24.98316212810147,1599.102810091679
136,24.047141305130875,1563.2378585783838
137,24.528789835248194,1619.0772814429047
138,19.416778515115187,1301.064392758845
139,19.416778515115187,1320.4811712739602
140,19.563382163952888,1350.0146603626815
141,19.563382163952888,1369.5780425266344
142,19.563382163952888,1389.1414246905872
143,19.563382163952888,1408.704807
144,19.563382163952888,1428.2681890184929
145,19.563382163952888,1447.831571182446
146,19.563382163952888,1467.3949533463988
147,19.563382163952888,1486.9583355103516
148,19.563382163952888,1506.5217176743045
149,19.563382163952888,1526.0850998382575
150,19.245839957899417,1520.5603543643147
151,18.50535811,1480.5622986488006
152,18.323676058532165,1484.350098360809
153,18.323676058532165,1502.673774419341
154,18.323676058532165,1520.9974504778731
155,18.323676058532165,1539.3211265364052
156,18.323676058532165,1557.6448025949376
157,18.323676058532165,1575.9684786534697
158,18.323676058532165,1594.2921547120018
159,18.04427518,1588.0265358854983
160,18.232461463000565,1622.8207490548775
161,18.232461463000565,1641.0532105178781
162,18.232461463000565,1659.2856719808788
163,18.685074628214238,1719.1618135153913
164,18.685074628214238,1737.8468881436056
165,18.685074628214238,1756.5319627718197
166,18.685074628214238,1775.217037400034
167,18.685074628214238,1793.9021120282482
168,18.685074628214238,1812.5871866564626
169,18.685074628214238,1831.2722612846767
170,18.685074628214238,1849.957335912891
171,18.685074628214238,1868.6424105411052
172,18.685074628214238,1887.3274851693195
173,18.685074628214238,1906.0125597975336
174,18.685074628214238,1924.697634425748
175,17.693003585244966,1840.200156
176,17.693003585244966,1857.893159215075
177,17.38465564868433,1842.899054568258
178,17.38465564868433,1860.2837102169424
179,17.38465564868433,1877.6683658656268
180,16.95663922027086,1848.396139588433
181,16.95663922027086,1865.352778808704
182,16.95663922027086,1882.3094180289747
183,16.95663922027086,1899.2660572492457
184,16.95663922027086,1916.2226964695164
185,16.95663922027086,1933.1793356897874
186,16.95663922027086,1950.1359749100582
187,16.95663922027086,1967.0926141303291
188,16.95663922027086,1984.0492533505999
189,17.10785279517531,2018.8501865073013
190,17.10785279517531,2035.9580393024764
191,17.10785279517531,2053.0658920976516
192,17.10785279517531,2070.173744892827
193,17.10785279517531,2087.2815976880024
194,17.10785279517531,2104.389450483178
195,17.10785279517531,2121.4973032783532
196,17.10785279517531,2138.605156073528
197,17.10785279517531,2155.7130088687036
198,16.790807790761356,2132.553856334535
199,16.343253281177006,2092.054454561369
200,16.16304258294863,2085.149226249777
201,15.159827601958357,1970.8870758646897
202,15.052692831191786,1972.011474745343
203,15.05349889877859,1987.1705743195905
204,15.725777976791937,2091.642045941547
205,15.725777976791937,2107.367823918339
206,15.946261150939492,2152.8604227830406
207,15.946261150939492,2168.8066839339804
208,14.534461929803422,1991.3262554647074
209,14.534461929803422,2005.8607173945109
210,14.534461929803422,2020.395179324314
211,14.534461929803422,2034.9296412541175
212,14.534461929803422,2049.464103183921
213,14.534461929803422,2063.9985651137245
214,13.852524955118433,1981.0111145647172
215,13.852524955118433,1994.8636395198355
216,13.852524955118433,2008.716164474954
217,12.304609483682993,1796.5618512144222
218,12.304609483682993,1808.8664606981051
219,12.304609483682993,1821.171070181788
220,12.304609483682993,1833.475679665471
221,11.38215500129122,1707.4054546211764
222,11.38215500129122,1718.7876096224677
223,11.38215500129122,1730.1697646237587
224,11.38215500129122,1741.55192
225,11.38215500129122,1752.9340746263413
226,11.38215500129122,1764.3162296276325
227,11.38215500129122,1775.6983846289236
228,11.38215500129122,1787.0805396302148
229,11.38215500129122,1798.462694631506
230,11.38215500129122,1809.8448496327974
231,11.38215500129122,1821.2270046340886
232,11.38215500129122,1832.6091596353797
233,11.38215500129122,1843.991314636671
234,11.38215500129122,1855.3734696379622
235,11.38215500129122,1866.7556246392535
236,11.163487380519282,1842.0560429475106
237,11.433276843101842,1898.0065295955874
238,11.433276843101842,1909.4398064386892
239,11.433276843101842,1920.8730832817912
240,11.433276843101842,1932.306360124893
241,11.433276843101842,1943.7396369679948
242,11.433276843101842,1955.1729138110966
243,11.279806974169015,1940.2082648045953
244,11.279806974169015,1951.4880717787644
245,11.279806974169015,1962.7678787529335
246,11.279806974169015,1974.0476857271024
247,11.322096407941094,1992.770738468752
248,11.322096407941094,2004.092834876693
249,11.322096407941094,2015.4149312846341
250,11.322096407941094,2026.737027692575
251,11.322096407941094,2038.0591241005163
252,11.322096407941094,2049.3812205084573
253,11.490593597647354,2091.3710223667113
254,11.490593597647354,2102.8616159643584
255,11.490593597647354,2114.352209562006
256,11.490593597647354,2125.842803159653
257,11.490593597647354,2137.3333967573008
258,11.490593597647354,2148.823990354948
259,11.490593597647354,2160.314583952595
260,11.490593597647354,2171.8051775502427
261,11.490593597647354,2183.295771
262,11.490593597647354,2194.7863647455374
263,11.490593597647354,2206.2769583431846
264,11.490593597647354,2217.767551940832
265,11.490593597647354,2229.2581455384793
266,11.490593597647354,2240.748739136127
267,11.406752763689244,2235.805923761037
268,11.406752763689244,2247.212676524726
269,11.406752763689244,2258.619429288415
270,11.406752763689244,2270.0261820521046
271,11.406752763689244,2281.4329348157935
272,10.597563953012955,2130.1868924939367
273,10.597563953012955,2140.7844564469497
274,10.597563953012955,2151.3820203999626
275,10.597563953012955,2161.9795843529755
276,10.597563953012955,2172.5771483059884
277,10.43389791,2149.458325557153
278,10.43389791,2159.892223
279,10.43389791,2170.326121379007
280,9.299764044295387,1943.7178501996116
281,9.299764044295387,1953.017614243907
282,9.299764044295387,1962.3173782882025
283,9.299764044295387,1971.617142332498
284,9.299764044295387,1980.9169063767931
285,9.299764044295387,1990.2166704210886
286,9.299764044295387,1999.516434465384
287,9.299764044295387,2008.8161985096795
288,9.299764044295387,2018.1159625539747
289,9.299764044295387,2027.415727
290,9.299764044295387,2036.7154906425656
291,9.299764044295387,2046.015254686861
292,9.299764044295387,2055.315018731156
293,9.299764044295387,2064.6147827754517
294,9.299764044295387,2073.914546819747
295,9.299764044295387,2083.2143108640425
296,9.299764044295387,2092.514074908338
297,9.299764044295387,2101.8138389526334
298,9.299764044295387,2111.1136029969284
299,9.299764044295387,2120.413367041224